dialog_act,utterance
inform,"dont care
"
inform,"expensive restaurant in the south
"
inform,"uh north
"
inform,"restaurant in central
"
inform,"cheap
"
inform,"i dont care
"
inform,"cheap restaurant in the west part of town
"
inform,"im looking for a cheap restaurant in the west part of town
"
inform,"austral asian
"
inform,"im looking for a moderately priced restaurant
"
inform,"i want a moderately priced restaurant in the east part of town
"
inform,"moderately priced
"
inform,"any price range
"
inform,"a moderately priced restaurant in the south part of town
"
inform,"italian
"
inform,"food
"
inform,"looking for spanish food in the center of town
"
inform,"i want a restaurant in any area that serves
"
inform,"asian oriental
"
inform,"pan asian
"
inform,"any
"
inform,"north part of town
"
inform,"can i get a cheap restaurant in the south part of town
"
inform,"any range
"
inform,"lebanese food
"
inform,"food in the south part of town
"
inform,"sea food
"
inform,"south
"
inform,"im looking for a cheap restaurant that serves austrian food
"
inform,"moderate
"
inform,"chinese food
"
inform,"portuguese food
"
inform,"im looking for a cheap restaurant in the west part of town
"
inform,"breath im looking for a restaurant in the south part of town that serves malaysian food
"
inform,"i would like to find a moderately priced restaurant in the north part of town please
"
inform,"i dont care
"
inform,"i want a moderately priced restaurant in the west part of town
"
inform,"restaurant in the center
"
inform,"mediterranean
"
inform,"can i have a moderately priced restaurant in the south part of town
"
inform,"steakhouse
"
inform,"im looking for a moderately priced restaurant in the south part of town
"
inform,"moderately priced restaurant
"
inform,"i am looking for italian
"
inform,"caribbean food
"
inform,"belgian
"
inform,"west
"
inform,"dont care
"
inform,"italian food
"
inform,"im looking for a restaurant in any area serving unintelligible
"
inform,"im looking for polish food
"
inform,"moderate
"
inform,"i need a restaurant in the west part of town
"
inform,"any
"
inform,"north
"
inform,"french noise
"
inform,"expensive
"
inform,"dont care
"
inform,"cheap restaurant
"
inform,"im looking for a restaurant that serves thai food and i dont care about the price
"
inform,"i need an expensive restaurant in the south part of town
"
inform,"i dont care
"
inform,"dont care
"
inform,"cheap restaurant
"
inform,"im moderate priced restaurant in the north part of town
"
inform,"im looking for a expensive restaurant serving mediterranean food
"
inform,"can i get an expensive
"
inform,"vietnamese
"
inform,"spanish food
"
inform,"moderate
"
inform,"irish food
"
inform,"i dont care
"
inform,"barbecue food
"
inform,"im looking for a restaurant that serves mexican food
"
inform,"cuban
"
inform,"west
"
inform,"expensive east part of town
"
inform,"food
"
inform,"english
"
inform,"south
"
inform,"polish food
"
inform,"moderately priced
"
inform,"italian food
"
inform,"afghan
"
inform,"expensive
"
inform,"spanish
"
inform,"asian food
"
inform,"moderately priced
"
inform,"i dont care about price
"
inform,"i dont care
"
inform,"i dont care
"
inform,"australian food
"
inform,"noise i am looking for a restaurant
"
inform,"any
"
inform,"im looking for a cheap
"
inform,"british
"
inform,"dont care
"
inform,"im looking for a cheap restaurant in the east part of to
"
inform,"can i get tuscan
"
inform,"i need a moderately priced restaurant in the north part of town
"
inform,"moderately
"
inform,"expensive restaurant in the south part of town
"
inform,"polynesian food
"
inform,"any part of town
"
inform,"uh i dont care
"
inform,"food
"
inform,"south part of town
"
inform,"brazilian
"
inform,"thai food
"
inform,"south part of town
"
inform,"expensive
"
inform,"i do not care
"
inform,"any food
"
inform,"cheap restaurant
"
inform,"steakhouse
"
inform,"im looking for a restaurant in the north part of town serving malaysian food
"
inform,"i need a cheap restaurant
"
inform,"i need a mexican restaurant
"
inform,"venetian
"
inform,"breath i want a cheap restaura
"
inform,"any part of town
"
inform,"south part of town
"
inform,"lebanese food
"
inform,"im looking for a restaurant in the west part of town that serves scottish
"
inform,"i dont care
"
inform,"moderate
"
inform,"im looking for a restaurant in any area that serves malaysian food
"
inform,"italian
"
inform,"looking for a cheap restaurant
"
inform,"moderately priced
"
inform,"im looking for a moderately priced restaurant that serves
"
inform,"center
"
inform,"any part of town
"
inform,"gastropub
"
inform,"thai food
"
inform,"mexican food
"
inform,"food
"
inform,"expensive restaurant in the east part of town
"
inform,"west
"
inform,"any area
"
inform,"im looking for a cheap restaurant that serves jamaican food
"
inform,"sea food
"
inform,"is there mediterranean food
"
inform,"moroccan
"
inform,"im looking for a moderately priced restaurant in the west part
"
inform,"portuguese
"
inform,"traditional
"
inform,"moderately priced food
"
inform,"any
"
inform,"if there is no such venue how about spanish type of food
"
inform,"portuguese
"
inform,"it doesnt matter
"
inform,"is there a venue in the west part of town
"
inform,"polynesian food
"
inform,"i would like chinese food
"
inform,"im looking for an expensive restaurant in the south part of town
"
inform,"im looking for a cheap restaurant
"
inform,"im looking for a cheap restaurant in the north part of town
"
inform,"the south part of town please
"
inform,"any type of food
"
inform,"in the south part of town
"
inform,"west
"
inform,"east part
"
inform,"korean food
"
inform,"i dont care is there any north part of town
"
inform,"in the west part
"
inform,"want a caribbean restaurant thats moderately priced
"
inform,"any kind of food
"
inform,"moderate
"
inform,"i dont care
"
inform,"west part of town
"
inform,"the east part of town
"
inform,"expensive
"
inform,"ese food
"
inform,"i am looking for a british restaurant
"
inform,"north part of town please
"
inform,"dont care
"
inform,"swiss food
"
inform,"moderately priced
"
inform,"canapes
"
inform,"im looking for a restaurant in the east part of town that serves international
"
inform,"i dont care
"
inform,"chinese food
"
inform,"dont care
"
inform,"lebanese
"
inform,"moderately priced restaurant
"
inform,"i would like afghan food
"
inform,"thai food
"
inform,"doesnt matter
"
inform,"center
"
inform,"any
"
inform,"indian
"
inform,"i dont care
"
inform,"cambridge vietnamese food
"
inform,"i need an expensive restaurant
"
inform,"i dont care
"
inform,"doesnt matter
"
inform,"i am looking for an expensive restaurant that serves
"
inform,"jamaican food
"
inform,"chinese food
"
inform,"cheap restaurant in the west part of town
"
inform,"looking for a moderately priced creative food
"
inform,"i dont care
"
inform,"i dont care
"
inform,"west
"
inform,"south
"
inform,"can i have european food
"
inform,"i want a cheap restaurant in the west part of town
"
inform,"the north part of town
"
inform,"west
"
inform,"dont care dont care dont care
"
inform,"i dont care
"
inform,"restaurant in the west part of town serving barbecue
"
inform,"i dont care
"
inform,"um doesnt matter if its in the center of the town
"
inform,"id like a cheap restaurant in the south part of town
"
inform,"restaurant in the east part of town that serves indonesian food
"
inform,"im looking for a cheap restaurant in the north part of town
"
inform,"any
"
inform,"i need a restaurant serving corsica food
"
inform,"it serves turkish food
"
inform,"i want to find a moderately priced restaurant and it should serve asian food
"
inform,"i do not care
"
inform,"cheap
"
inform,"im looking for a cheap restaurant in east part of town
"
inform,"west part of town
"
inform,"restaurant
"
inform,"i want a restaurant serving
"
inform,"greek restaurant north of town
"
inform,"in the east part of town
"
inform,"north part of town
"
inform,"west
"
inform,"turkish food
"
inform,"a restaurant in the south part of town that serves italian food
"
inform,"any
"
inform,"moderately priced restaurant
"
inform,"i dont care
"
inform,"modern european
"
inform,"any food
"
inform,"any
"
inform,"okay uh forget that then can i get a restaurant serving italian food
"
inform,"i dont care
"
inform,"south
"
inform,"inexpensive
"
inform,"it doesnt matter
"
inform,"moderately pri
"
inform,"cheap
"
inform,"west
"
inform,"expensive
"
inform,"traditional food
"
inform,"dont care
"
inform,"south
"
inform,"im looking for a restaurant in the south
"
inform,"dont care
"
inform,"turkish food
"
inform,"im looking for a restaurant in the center of town
"
inform,"i dont care
"
inform,"korean
"
inform,"noise im looking for a moderately priced restaurant
"
inform,"north
"
inform,"i am looking for a moderate priced restaurant in the west of town
"
inform,"how about gastro pub type of food
"
inform,"okay i want indian
"
inform,"asian oriental
"
inform,"vietnamese food
"
inform,"doesnt matter
"
inform,"dont care
"
inform,"irish food on the east part of town
"
inform,"moroccon
"
inform,"international
"
inform,"i want a modern european
"
inform,"moderately priced
"
inform,"i dont care
"
inform,"cheap
"
inform,"cantonese
"
inform,"i want a restaurant
"
inform,"moderate
"
inform,"im looking for a restaurant in any area that serves persian food
"
inform,"chinese
"
inform,"im looking for a restaurant in the north part of town that serves european food
"
inform,"asian oriental
"
inform,"i dont care
"
inform,"im looking for an expensive restaurant in the south part of town
"
inform,"i dont care
"
inform,"id like an expensive restaurant
"
inform,"i need a cheap restaurant in the south part of town
"
inform,"yes uh turkish food in my area
"
inform,"vietnamese vietnamese food
"
inform,"is there any serving spanish food
"
inform,"im looking for a restaurant in the east part of town that serves indian food
"
inform,"i dont care
"
inform,"center
"
inform,"i want to find a restaurant in any area
"
inform,"barbecue food
"
inform,"moderately priced restaurant japanese food
"
inform,"spanish
"
inform,"cheap restaurant in the west part of town
"
inform,"food
"
inform,"hungarian food
"
inform,"i want a cheap restaurant that serves italian food
"
inform,"i dont care
"
inform,"south
"
inform,"american
"
inform,"well what about chinese food
"
inform,"any
"
inform,"asian
"
inform,"dont care
"
inform,"north
"
inform,"spanish
"
inform,"korean food
"
inform,"north
"
inform,"any kind of food
"
inform,"expensive
"
inform,"dont care
"
inform,"dont care
"
inform,"i dont care
"
inform,"south
"
inform,"indian
"
inform,"anything
"
inform,"moderate
"
inform,"im looking for japanese food
"
inform,"an expensive restaurant in the south part of town
"
inform,"i want to find a restaurant in the west part of town that serves vietnamese food
"
inform,"i am looking for a restaurant in the center
"
inform,"lebanese restaurant in the west part of town
"
inform,"moderately priced restaurant in the south part of town
"
inform,"italian food
"
inform,"im looking for a moderately priced restaurant in the south part of town
"
inform,"i need a moderately priced restaurant in the south part of town
"
inform,"any
"
inform,"moderate
"
inform,"i dont care
"
inform,"doesnt matter
"
inform,"thai food
"
inform,"restaurant
"
inform,"im looking for moderately priced restaurant
"
inform,"i dont care
"
inform,"any
"
inform,"west
"
inform,"gastropub type food
"
inform,"an expensive restaurant with seafood
"
inform,"does not matter
"
inform,"moderate
"
inform,"chinese
"
inform,"i dont care
"
inform,"i dont care
"
inform,"im looking for a cheap restaurant that serves irish food
"
inform,"im looking for a cheap restaurant in the north of town
"
